Date,XLF,XLE,XLU,XLI,XLP,XLK,XLV,XLB,XLY,XRT,XOP,XHB
2021-01-04,1.001543065824773e-18,0.0,0.1087088903180069,0.0,0.39830415433702177,0.04139629552028681,0.3663576955180592,0.018123989581465664,0.04865944347006421,2.0648998516182324e-18,0.008363175919863807,0.010086355335231684
2021-01-05,1.515286140559296e-18,4.2193615282749977e-19,0.12385283758507726,0.0,0.3819508021411859,0.08267255291972482,0.3328814963462144,0.021570071191739683,0.05461959654878864,2.495394559929339e-18,0.0024526432672694054,0.0
2021-01-06,0.0,0.0,0.12151487347339095,6.388001632189114e-18,0.38907363051601074,0.07595398690832018,0.3459893276467144,0.01313883368813478,0.05325866461896797,2.9572763640608337e-18,0.0010706831484610442,2.7670635115545996e-18
2021-01-07,2.007680874732266e-19,0.0,0.11020615327289568,5.051287862059483e-19,0.44760538062168304,0.008375714224239076,0.4054087595425095,6.938893903907228e-18,0.02840399233867263,4.34295775551369e-18,3.400679048621915e-18,0.0
2021-01-08,0.0,1.5675870764762845e-17,0.1163084985563716,2.7073179644597176e-18,0.438619638647628,0.0048847345406269355,0.4098202139439998,0.0,0.030366914311373727,1.0239713343448382e-17,7.254162800936951e-18,6.243168146502016e-18
2021-01-11,0.0,2.3256337146409056e-18,0.12646891583679754,7.035583848218137e-18,0.4327501878852127,1.2883886753639426e-17,0.4176750980000351,0.01007819548608898,0.01147283964102808,7.720599605449795e-18,2.432393574657446e-18,0.0015547631508376005
2021-01-12,1.2519288322809658e-18,0.0,0.11771526498232764,0.0,0.4035010203367484,0.001720362902355455,0.36952277922318505,0.0468757236786114,0.05780402490101355,0.0,0.0028608239757585644,0.0
2021-01-13,0.0,0.0,0.26474636298028226,7.275256246718005e-19,0.3468816423101187,2.778404557696162e-18,0.28717106641008266,0.05177551943586027,0.049425408863656095,4.702915524069138e-19,0.0,0.0
2021-01-14,7.053122089831902e-18,4.352728056427864e-18,0.23345525983323898,0.0,0.40924218052610817,0.0035164275278045764,0.31197709585017575,0.0,0.041809036262672565,2.3880984928054845e-18,1.546915948291217e-18,0.0
2021-01-15,0.0,0.0,0.151583139659424,0.0,0.43181788577790103,0.0024511985686046568,0.36311356091984176,0.003594324455614341,0.04741782630059016,0.0,2.2064318024059446e-05,0.0
2021-01-19,0.0,2.819813068939635e-18,0.1287727403447089,0.0,0.4160016043746945,0.023758061251747273,0.3367544851147659,0.01447732244372859,0.07761440585752934,0.0,0.00262138061282536,0.0
2021-01-20,0.0,4.845165772767777e-19,0.14923468311263108,0.0,0.38613471678883377,0.01594342520605293,0.34484622524009556,0.018132305647173594,0.051268290214316004,0.0,0.014069340073391634,0.020371013717505455
2021-01-21,7.01080146077341e-18,0.0,0.12859579671758337,1.5704842911728992e-18,0.40933665373499534,0.01512317615241838,0.3450072668295089,0.022850568916319022,0.07908653764917498,1.0961621799717392e-18,1.6534083130403943e-18,6.938893903907228e-18
2021-01-22,6.510029894281674e-18,0.0,0.12596786498476986,1.946138732418218e-18,0.4079412736170802,0.01366780440504597,0.35329117390090226,0.02187785630123386,0.06931638696750823,4.7450633091339696e-18,0.007937639823459654,0.0
2021-01-25,0.0,4.261746127890825e-18,0.14276137950749965,2.4889114584350288e-18,0.38612284592656676,0.010666666256511092,0.3490642262107448,0.021057204710835015,0.05108101407652819,6.681554984809923e-19,0.014765304133988147,0.02448135917732638
2021-01-26,1.8307014687024604e-19,1.929294704055814e-18,0.11011914806067266,1.0906030660314999e-18,0.40086466297444917,0.02516415350302103,0.3413919783713462,0.04046987289056088,0.0651477221985086,6.4189824580217094e-18,0.016842462001441176,0.0
2021-01-27,2.5038576645619316e-19,2.850406992946193e-18,0.09265143097029475,2.0936455852155702e-18,0.4057903989488294,0.02707644467349587,0.36437369381988444,0.03403582071067594,0.05956693369820616,7.208914031926629e-19,0.01650527717861345,0.0
2021-01-28,3.5054007303867045e-18,1.0250461092489394e-18,0.193327829947846,0.0,0.4321136631600914,0.01207047384355131,0.3271006229787811,1.4428324769226785e-18,0.03538741006973024,0.0,1.2213262167022394e-18,0.0
2021-01-29,0.0,0.0,0.17117840017711625,4.228562072582257e-18,0.43095020759849223,0.007055901586964043,0.33858158743027456,0.0029025801032631143,0.016347378030407245,2.527062468881739e-19,0.0,0.03298394507348254
2021-02-01,0.0,4.8777014804881155e-18,0.16730368615550142,0.0,0.47262798760886826,1.1615639318721141e-17,0.3600683262356304,5.984950875822236e-19,3.469446951953614e-18,0.0,3.1493661808856426e-18,1.2604042964875347e-18
2021-02-02,2.0414450685232244e-18,0.0,0.22278086896710364,6.668677053231736e-18,0.4137907068444001,0.00999445361348687,0.35343397057500947,8.418598690503942e-18,2.8298543046838487e-17,0.0,0.0,0.0
2021-02-03,0.0,0.0,0.3448673642952292,0.0,0.3761698777839618,0.0,0.2789627579208092,6.938893903907228e-18,4.822558370055293e-18,0.0,0.0,1.4988029357214867e-17
2021-02-04,0.0,0.0,0.29708510451500325,0.0,0.38259600240000896,0.005454414753254785,0.3148644783317332,1.3877787807814457e-17,2.8343576230602444e-18,0.0,0.0,7.88274358586386e-18
2021-02-05,0.0,3.157302425180562e-19,0.2052875151040905,1.5948350398293017e-20,0.3985145328710305,0.02922533658576577,0.3669726154391133,0.0,0.0,4.9847692592064865e-18,0.0,0.0
2021-02-08,0.0,4.729398263061862e-18,0.19417252390717377,6.4967499598029205e-18,0.3973251258510199,0.01723908445213955,0.3641858772063942,0.008365532841359182,0.00895103182187857,2.222990688972165e-18,0.0,0.009760823920034854
